T	rho	B2	P_virial	Sk0	kappa	mu	s2	Sk_max
2.17391304348	0.8	-2.77849963905	82084.414478	0.115608631918	0.0664749633528	5.43489524269	-0.394256250239	2.15004386562
2.17391304348	0.79	-2.77849963905	-55640.4267692	0.12397410849	0.0721874555763	4.70739113427	-0.382417127052	2.11533012924
2.17391304348	0.78	-2.77849963905	-53959.1117561	0.133029817031	0.078453481839	4.02486822723	-0.370878987085	2.0811505393
2.17391304348	0.77	-2.77849963905	-52191.0449605	0.142843199127	0.0853348981797	3.38474209378	-0.35963234685	2.04761858869
2.17391304348	0.76	-2.77849963905	-50116.2685787	0.153489335625	0.0929014399838	2.78458402574	-0.348668120223	2.01482339297
2.17391304348	0.75	-2.77849963905	-48879.3876453	0.165051917052	0.101231842459	2.22210978458	-0.337977611146	1.98283317259
2.17391304348	0.74	-2.77849963905	-46971.7509192	0.177624350242	0.110415136637	1.69516918114	-0.327552497503	1.95317210609
2.17391304348	0.73	-2.77849963905	-45028.5901444	0.191311019008	0.120552148964	1.20173652234	-0.317384815633	1.92546455124
2.17391304348	0.72	-2.77849963905	-43473.5270383	0.206228721046	0.131757238446	0.739901843351	-0.307466945409	1.89831243471
2.17391304348	0.71	-2.77849963905	-40665.415718	0.222508305831	0.14416031082	0.30786286337	-0.297791595897	1.87176904481
2.17391304348	0.7	-2.77849963905	-38828.0882142	0.240296541229	0.157909155665	-0.0960823935776	-0.288351791576	1.84587489476
2.17391304348	0.69	-2.77849963905	-36630.3367869	0.259758240441	0.173172160294	-0.473542381561	-0.27914085905	1.8206595561
2.17391304348	0.68	-2.77849963905	-35154.0160298	0.281078683035	0.190141462053	-0.826038257957	-0.270152414303	1.7961432816
2.17391304348	0.67	-2.77849963905	-33514.3639884	0.304466368118	0.209036610947	-1.15500961194	-0.261380350419	1.77271318985
2.17391304348	0.66	-2.77849963905	-32438.4009415	0.33015613921	0.230108824298	-1.4618197312	-0.252818825769	1.75113793027
2.17391304348	0.65	-2.77849963905	-29979.9290636	0.358412723213	0.253645927197	-1.74776045484	-0.244462252644	1.73008079217
2.17391304348	0.64	-2.77849963905	-28366.8803662	0.389534724745	0.27997808341	-2.01405664053	-0.236305286325	1.70955901977
2.17391304348	0.63	-2.77849963905	-25060.6342362	0.423859116962	0.309484434607	-2.26187028999	-0.22834281452	1.6895838724
2.17391304348	0.62	-2.77849963905	-24433.0894989	0.461766261137	0.342600774392	-2.49230434791	-0.220569947249	1.670161484
2.17391304348	0.61	-2.77849963905	-23237.9709724	0.503685480554	0.379828395172	-2.70640621882	-0.212982006992	1.65129361496
2.17391304348	0.6	-2.77849963905	-20659.2485823	0.550101189883	0.421744245577	-2.9051710062	-0.205574519296	1.63297830723
2.17391304348	0.59	-2.77849963905	-20101.2574785	0.601559556243	0.469012535376	-3.08954450719	-0.198343203644	1.6152104516
2.17391304348	0.58	-2.77849963905	-17212.9031748	0.658675623981	0.522397908674	-3.26042598269	-0.191283964608	1.59820459445
2.17391304348	0.57	-2.77849963905	-15336.9538685	0.722140765458	0.582780266861	-3.41867070505	-0.184392883385	1.58226221174
2.17391304348	0.56	-2.77849963905	-14100.0375196	0.792730241465	0.651171269774	-3.56509231583	-0.177666209542	1.56674409202
2.17391304348	0.55	-2.77849963905	-11456.3352119	0.871310522512	0.72873243701	-3.70046499216	-0.171100352997	1.55164650984
2.17391304348	0.54	-2.77849963905	-11894.6787628	0.958845864495	0.81679462531	-3.8255254364	-0.164691876437	1.53696345433
