	T	rho	B2	P_virial	P_kappa	Sk0	kappa	mu	s2	Sk_max
0	2.77777777778	0.8	-1.48077911571	87320.3348133	2.22222222222	0.087326474336	0.0392969134512	13.7186182781	-0.391277074574	2.13669165486
1	2.77777777778	0.79	-1.48077911571	-51450.7626304	1.91299928214	0.0924832342138	0.0421442586291	12.6634388678	-0.379409609897	2.10043079642
2	2.77777777778	0.78	-1.48077911571	-49251.6609921	1.62103252999	0.0979543650186	0.0452097069317	11.6662382424	-0.367843524374	2.06474085674
3	2.77777777778	0.77	-1.48077911571	-48111.9700672	1.34538764426	0.103760312505	0.0485113149375	10.723791403	-0.356569362806	2.02973565507
4	2.77777777778	0.76	-1.48077911571	-46673.0870432	1.0851808799	0.109922835834	0.0520687117107	9.83306848146	-0.345578066758	1.99741587104
5	2.77777777778	0.75	-1.48077911571	-44733.3583835	0.839575934649	0.116465071442	0.0559032342924	8.99122058042	-0.334860967671	1.96719722702
6	2.77777777778	0.74	-1.48077911571	-43467.317206	0.607781052343	0.123411596497	0.0600380739715	8.19556665886	-0.324409770771	1.93741233492
7	2.77777777778	0.73	-1.48077911571	-40618.7672493	0.389046343972	0.130788489906	0.0644984333783	7.44358150418	-0.314216539593	1.90814716777
8	2.77777777778	0.72	-1.48077911571	-39571.8789685	0.18266130748	0.138623389203	0.0693116946017	6.73288471431	-0.304273681156	1.87947009376
9	2.77777777778	0.71	-1.48077911571	-37413.4371299	-0.0120474710223	0.146945541746	0.0745075986318	6.06123057783	-0.29457393167	1.85143425371
10	2.77777777778	0.7	-1.48077911571	-36083.0199452	-0.195718450406	0.15578584756	0.0801184358881	5.42649880598	-0.285110342876	1.8250103263
11	2.77777777778	0.69	-1.48077911571	-34418.9855222	-0.368957116413	0.165176891556	0.0861792477681	4.82668601191	-0.275876268898	1.8004321373
12	2.77777777778	0.68	-1.48077911571	-31770.1105438	-0.53233782526	0.17515296158	0.0927280384836	4.25989789237	-0.266865353655	1.7763025295
13	2.77777777778	0.67	-1.48077911571	-30667.7518554	-0.686405520855	0.185750048657	0.0998059962934	3.72434204002	-0.258071518788	1.7526633193
14	2.77777777778	0.66	-1.48077911571	-28364.0862349	-0.831677336259	0.197005825149	0.107457722808	3.21832132429	-0.24948895206	1.72954675131
15	2.77777777778	0.65	-1.48077911571	-28069.3544397	-0.96864408915	0.208959595271	0.11573146815	2.74022780702	-0.241112096301	1.70697680237
16	2.77777777778	0.64	-1.48077911571	-25207.2592162	-1.09777168005	0.221652212763	0.124679369679	2.28853711914	-0.232935638742	1.68497034419
17	2.77777777778	0.63	-1.48077911571	-24256.8437117	-1.2195024013	0.235125958042	0.134357690309	1.86180328754	-0.22495450089	1.66434764705
18	2.77777777778	0.62	-1.48077911571	-22331.0885406	-1.33425616401	0.249424368474	0.144827052662	1.45865393636	-0.217163828745	1.64472759971
19	2.77777777778	0.61	-1.48077911571	-21529.2539793	-1.4424316494	0.264592012111	0.156152662885	1.07778586199	-0.209558983518	1.62552827706
20	2.77777777778	0.6	-1.48077911571	-19595.3301732	-1.54440739063	0.280674196717	0.16840451803	0.717960921488	-0.202135532695	1.60676394174
21	2.77777777778	0.59	-1.48077911571	-17569.7851735	-1.64054279032	0.297716603145	0.18165758836	0.378002226114	-0.194889241531	1.58844421319
22	2.77777777778	0.58	-1.48077911571	-17350.0482947	-1.73117907885	0.315764833123	0.195991965387	0.0567905985954	-0.187816064906	1.57057471229
23	2.77777777778	0.57	-1.48077911571	-16037.923973	-1.81664021763	0.334863860313	0.211492964408	-0.246738725461	-0.180912139504	1.55315763191
24	2.77777777778	0.56	-1.48077911571	-13377.110728	-1.89723375161	0.355057373023	0.228251168372	-0.533599167366	-0.17417377643	1.53619224029
25	2.77777777778	0.55	-1.48077911571	-11430.5511779	-1.97325161472	0.376386998436	0.246362398976	-0.804755675446	-0.167597454079	1.52022149536
26	2.77777777778	0.54	-1.48077911571	-12355.5438424	-2.04497089149	0.398891398651	0.265927599101	-1.06112741186	-0.161179811408	1.50483733028
27	2.77777777778	0.53	-1.48077911571	-9720.22480105	-2.11265453815	0.422605230724	0.287052609549	-1.30359027342	-0.154917641329	1.48980294279
28	2.77777777778	0.52	-1.48077911571	-7601.32376677	-2.176552066	0.447557963859	0.309847821133	-1.53297924992	-0.148807884755	1.47511835783
29	2.77777777778	0.51	-1.48077911571	-8517.65924826	-2.23690018979	0.473772554912	0.33442768582	-1.75009065734	-0.142847624641	1.46078159669
30	2.77777777778	0.5	-1.48077911571	-7775.89533404	-2.29392344346	0.501263984255	0.360910068664	-1.95568424416	-0.137034080261	1.44678896694
31	2.77777777778	0.49	-1.48077911571	-5137.82913841	-2.34783476569	0.530037661265	0.389415424603	-2.15048518102	-0.131364602061	1.4331353194
32	2.77777777778	0.48	-1.48077911571	-3523.62139004	-2.39883605739	0.56008771905	0.420065789288	-2.33518595714	-0.125836666594	1.41981427503
33	2.77777777778	0.47	-1.48077911571	-4578.00813619	-2.44711871303	0.591395225516	0.452983576991	-2.51044819149	-0.120447871612	1.40681842536
34	2.77777777778	0.46	-1.48077911571	-1323.5768589	-2.49286412787	0.62392634951	0.488290186573	-2.6769043715	-0.115195931385	1.39416574168
35	2.77777777778	0.45	-1.48077911571	-2281.44451983	-2.53624418268	0.657630528583	0.526104422867	-2.83515951894	-0.110078672789	1.38216998454
36	2.77777777778	0.44	-1.48077911571	1233.74251822	-2.57742170785	0.692438709103	0.566540761994	-2.98579282534	-0.105094030502	1.37042813663
37	2.77777777778	0.43	-1.48077911571	464.356698245	-2.61655092815	0.728261722016	0.609707488199	-3.12935922782	-0.100240043954	1.3589343795
38	2.77777777778	0.42	-1.48077911571	1891.24771226	-2.65377788984	0.764988893505	0.655704765862	-3.26639098237	-0.0955148526514	1.3476821873
39	2.77777777778	0.41	-1.48077911571	1230.02256675	-2.68924087136	0.80248697253	0.704622707587	-3.39739920723	-0.0909166935397	1.33666445581
40	2.77777777778	0.4	-1.48077911571	2886.67836358	-2.72307077873	0.840599487204	0.756539538484	-3.52287544342	-0.0864438969045	1.32587361805
41	2.77777777778	0.39	-1.48077911571	2391.86011915	-2.75539152701	0.879146621456	0.811519958267	-3.64329322163	-0.0820948839472	1.31530174873
42	2.77777777778	0.38	-1.48077911571	1786.07711169	-2.78632040847	0.917925716603	0.869613836782	-3.75910967291	-0.0778681631102	1.30494065802
43	2.77777777778	0.37	-1.48077911571	3541.79293821	-2.81596844863	0.956712473745	0.93085537986	-3.87076718371	-0.0737623275095	1.29478197632
44	2.77777777778	0.36	-1.48077911571	5301.85805779	-2.84444075063	0.99526292168	0.99526292168	-3.97869512082	-0.0697760524143	1.28481723062
45	2.77777777778	0.35	-1.48077911571	4840.98615286	-2.87183682867	1.03331618651	1.06283950612	-4.08331165007	-0.0659080925068	1.2750379132
46	2.77777777778	0.34	-1.48077911571	6691.11493711	-2.89825093085	1.07059805964	1.13357441609	-4.18502566921	-0.0621572790381	1.26543554331
47	2.77777777778	0.33	-1.48077911571	4030.45170222	-2.92377235168	1.10682531516	1.20744579835	-4.28423887417	-0.0585225183958	1.25606403381
48	2.77777777778	0.32	-1.48077911571	6029.18581141	-2.94848573447	1.1417107029	1.28442454077	-4.38134801037	-0.0550027884505	1.24693796094
49	2.77777777778	0.31	-1.48077911571	5716.8761743	-2.97247136363	1.17496846102	1.36447950312	-4.4767473142	-0.0515971380112	1.23794643007
50	2.77777777778	0.3	-1.48077911571	7688.03858479	-2.99580544662	1.20632019902	1.44758423882	-4.57083122391	-0.0483046832957	1.22908297455
51	2.77777777778	0.29	-1.48077911571	5163.51704428	-3.01856038569	1.23550091589	1.5337252749	-4.66399737998	-0.0451246070934	1.23550091589
52	2.77777777778	0.28	-1.48077911571	7341.84172468	-3.04080503872	1.2622649442	1.62291207111	-4.7566500108	-0.0420561552469	1.2622649442
53	2.77777777778	0.27	-1.48077911571	7099.01890569	-3.06260496927	1.28639154633	1.71518872845	-4.84920375141	-0.0390986364534	1.28639154633
54	2.77777777778	0.26	-1.48077911571	7026.4899612	-3.08402268525	1.30768995589	1.81064763123	-4.94208803492	-0.0362514188643	1.30768995589
55	2.77777777778	0.25	-1.48077911571	4677.03031652	-3.10511786598	1.32600361853	1.90944521068	-5.03575215697	-0.0335139289258	1.32600361853
56	2.77777777778	0.24	-1.48077911571	4842.61137774	-3.12594757739	1.34121346931	2.01182020396	-5.13067120413	-0.0308856487255	1.34121346931
57	2.77777777778	0.23	-1.48077911571	4695.85905221	-3.14656647507	1.35324009682	2.11811493416	-5.2273530488	-0.0283661148159	1.35324009682
58	2.77777777778	0.22	-1.48077911571	6872.69157703	-3.16702699511	1.36204473482	2.22880047516	-5.32634671879	-0.0259549154605	1.36204473482
59	2.77777777778	0.21	-1.48077911571	5274.54504526	-3.18737953261	1.36762904993	2.34450694274	-5.42825250812	-0.0236516894285	1.36762904993
60	2.77777777778	0.2	-1.48077911571	5461.57782381	-3.20767260798	1.37003379283	2.4660608271	-5.53373436933	-0.0214561225932	1.37003379283
61	2.77777777778	0.19	-1.48077911571	3551.00025479	-3.22795302117	1.36933638872	2.59453210495	-5.64353526436	-0.0193679471447	1.36933638872
62	2.77777777778	0.18	-1.48077911571	3954.64707265	-3.24826599409	1.36564764571	2.73129529141	-5.75849647918	-0.0173869383313	1.36564764571
63	2.77777777778	0.17	-1.48077911571	3716.61027927	-3.26865530167	1.35910773751	2.87811050297	-5.87958223897	-0.0155129130961	1.35910773751
64	2.77777777778	0.16	-1.48077911571	4338.50819366	-3.28916339205	1.34988168704	3.03723379583	-6.00791159604	-0.0137457272319	1.34988168704
65	2.77777777778	0.15	-1.48077911571	3204.79935989	-3.30983149628	1.3381545428	3.21157090273	-6.14480040012	-0.0120852735459	1.3381545428
66	2.77777777778	0.14	-1.48077911571	3212.28732774	-3.33069972841	1.32412646563	3.4048966259	-6.29181756801	-0.0105314789987	1.32412646563
67	2.77777777778	0.13	-1.48077911571	2485.07164032	-3.35180717635	1.30800789499	3.62217570922	-6.45086201885	-0.00908430313398	1.30800789499
68	2.77777777778	0.12	-1.48077911571	2650.16625761	-3.37319198443	1.29001496963	3.87004490888	-6.62427026704	-0.00774373517723	1.29001496963
69	2.77777777778	0.11	-1.48077911571	2796.77768985	-3.39489142815	1.27036531399	4.15755920942	-6.81497072143	-0.00650979228608	1.27036531399
70	2.77777777778	0.1	-1.48077911571	1307.29893198	-3.41694198186	1.24927429322	4.49738745558	-7.0267115301	-0.00538251719463	1.24927429322
71	2.77777777778	0.09	-1.48077911571	1579.36308498	-3.43937938003	1.22695179346	4.90780717383	-7.26440867403	-0.00436197565856	1.22695179346
72	2.77777777778	0.08	-1.48077911571	975.676772932	-3.46223867269	1.2035995441	5.41619794845	-7.53469971849	-0.00344825511733	1.2035995441
73	2.77777777778	0.07	-1.48077911571	586.360759294	-3.48555427563	1.17940900124	6.06553200638	-7.84686908267	-0.00264146203006	1.17940900124
74	2.77777777778	0.06	-1.48077911571	753.890996041	-3.5093600158	1.15455975232	6.92735851393	-8.21449115934	-0.00194172020018	1.15455975232
75	2.77777777778	0.05	-1.48077911571	459.820366296	-3.53368917247	1.12921841188	8.13037256555	-8.65858487505	-0.00134916891553	1.12921841188
76	2.77777777778	0.04	-1.48077911571	265.628793566	-3.55857451447	1.10353795888	9.93184162993	-9.2143329632	-0.000863960969358	1.10353795888
77	2.77777777778	0.03	-1.48077911571	139.218829285	-3.5840483339	1.07765745234	12.9318894281	-9.94765402675	-0.000486261055209	1.07765745234
78	2.77777777778	0.02	-1.48077911571	59.5046130483	-3.61014247656	1.05170207043	18.9306372678	-11.0064876367	-0.000216244070412	1.05170207043
