	T	rho	B2	P_virial	Sk0	kappa	P_kappa	mu	s2	Sk_max
0	1.0	0.01	2.22312592761	2.57563758208e+15	0.957218739712	95.7218739712	0.010001	-4.56024273467	-4.95122281382e-05	1.00375468544
1	1.0	0.02	2.22312592761	1.01271067104e+16	0.916385651909	45.8192825955	0.0206806846003	-3.82121212932	-0.000198033975701	1.00761920046
2	1.0	0.03	2.22312592761	2.12920186824e+16	0.877418992598	29.2472997533	0.0318354344859	-3.36886765598	-0.000445560601941	1.01159704713
3	1.0	0.04	2.22312592761	4.78683260678e+16	0.840238388765	21.0059597191	0.0434846584192	-3.03326920895	-0.000792112153526	1.0156915734
4	1.0	0.05	2.22312592761	7.397705082e+16	0.804765166233	16.0953033247	0.05564834316	-2.76113006353	-0.00123773460979	1.019905946
5	1.0	0.06	2.22312592761	1.10119408801e+17	0.770922617598	12.8487102933	0.0683470709872	-2.52869029871	-0.00178250100219	1.02424312223
6	1.0	0.07	2.22312592761	1.26072218698e+17	0.738636214848	10.5519459264	0.0816020383752	-2.3232541701	-0.00242651257201	1.02870582057
7	1.0	0.08	2.22312592761	1.8216072469e+17	0.707833773766	8.84792217207	0.0954350758608	-2.13722417701	-0.00316989973695	1.03329649013
8	1.0	0.09	2.22312592761	2.1357281915e+17	0.67844557416	7.53828415733	0.109868669138	-1.96568213652	-0.00401282327415	1.03801727877
9	1.0	0.1	2.22312592761	3.07624768001e+17	0.650404443383	6.50404443383	0.124925981419	-1.80525355687	-0.00495547510779	1.04287785044
10	1.0	0.11	2.22312592761	3.7128613387e+17	0.623645805831	5.66950732574	0.1406308771	-1.65351613002	-0.00599807952054	1.04790588818
11	1.0	0.12	2.22312592761	3.77812702319e+17	0.598107705401	4.98423087834	0.157007946777	-1.50866666001	-0.00714089391985	1.0530796885
12	1.0	0.13	2.22312592761	5.60217920577e+17	0.573730803786	4.41331387527	0.174082533658	-1.36932173632	-0.00838420963134	1.05840107344
13	1.0	0.14	2.22312592761	6.06556842648e+17	0.55045835788	3.93184541343	0.191880761422	-1.23439245201	-0.00972835342451	1.06387147328
14	1.0	0.15	2.22312592761	6.71742952043e+17	0.528236182632	3.52157455088	0.210429563579	-1.10300241989	-0.0111736877015	1.0694918885
15	1.0	0.16	2.22312592761	7.6095508939e+17	0.507012598786	3.16882874241	0.229756714379	-0.974432266591	-0.0127206118955	1.07526284986
16	1.0	0.17	2.22312592761	8.89093595959e+17	0.486738370779	2.86316688694	0.249890861345	-0.848080952096	-0.0143695633134	1.08118437572
17	1.0	0.18	2.22312592761	9.30789504663e+17	0.46736663608	2.59648131156	0.270861559489	-0.723438129184	-0.0161210182311	1.08734131306
18	1.0	0.19	2.22312592761	1.14313171054e+18	0.44885282864	2.36238330863	0.292699307269	-0.600063954251	-0.0179754925181	1.09367407435
19	1.0	0.2	2.22312592761	1.26502598684e+18	0.431154597046	2.15577298523	0.315435584377	-0.477574047738	-0.0199335433548	1.10017442796
20	1.0	0.21	2.22312592761	1.44153297305e+18	0.414231720642	1.97253200306	0.339102891426	-0.355628097183	-0.021995769637	1.1068418035
21	1.0	0.22	2.22312592761	1.50926258451e+18	0.398046023059	1.80930010481	0.363734791617	-0.233921078299	-0.0241628136459	1.11367499144
22	1.0	0.23	2.22312592761	1.80868049556e+18	0.382561285701	1.66330993783	0.389365954473	-0.112176397358	-0.0264353616375	1.12067208568
23	1.0	0.24	2.22312592761	1.8160956114e+18	0.367743160571	1.53226316905	0.416032201734	0.00985954291232	-0.028814146113	1.12791878686
24	1.0	0.25	2.22312592761	1.89072389674e+18	0.353559085078	1.41423634031	0.443770555515	0.132421698114	-0.0312999458397	1.13542050283
25	1.0	0.26	2.22312592761	2.22027279509e+18	0.339978197287	1.3076084511	0.472619288801	0.255729920947	-0.0338935880234	1.14310529484
26	1.0	0.27	2.22312592761	2.44685615416e+18	0.326971253377	1.21100464214	0.502617978426	0.379991866763	-0.03659595006	1.15097047457
27	1.0	0.28	2.22312592761	2.35086064794e+18	0.314510547632	1.12325195583	0.533807560632	0.505405405581	-0.0394079605754	1.1590124726
28	1.0	0.29	2.22312592761	2.74949442679e+18	0.302569834897	1.04334425826	0.566230389297	0.632160647416	-0.0423306003907	1.1672267552
29	1.0	0.3	2.22312592761	2.82846315677e+18	0.291124254977	0.970414183256	0.599930297009	0.760441666254	-0.0453649062585	1.17579770045
30	1.0	0.31	2.22312592761	3.00772002002e+18	0.280150261112	0.903710519715	0.634952659092	0.890427973597	-0.0485119705468	1.18463550335
31	1.0	0.32	2.22312592761	3.29657359403e+18	0.269625550362	0.842579844881	0.671344460713	1.02229580272	-0.0517729444142	1.19366788601
32	1.0	0.33	2.22312592761	3.4778025028e+18	0.259528997378	0.786451507205	0.709154367242	1.15621923394	-0.0551490397253	1.20288918296
33	1.0	0.34	2.22312592761	3.55510603102e+18	0.249840591142	0.734825268065	0.748432798015	1.29237119329	-0.0586415308837	1.2122924734
34	1.0	0.35	2.22312592761	3.99057141303e+18	0.240541374603	0.687261070293	0.789232003638	1.43092434957	-0.0622517569435	1.22196882315
35	1.0	0.36	2.22312592761	4.10139167749e+18	0.231613386947	0.643370519298	0.831606147063	1.57205193131	-0.06598112525	1.23211647165
36	1.0	0.37	2.22312592761	4.35176932127e+18	0.223039609255	0.602809754745	0.87561138857	1.71592847318	-0.0698311122623	1.24247269581
37	1.0	0.38	2.22312592761	4.52205813816e+18	0.214803912333	0.565273453509	0.921305974877	1.86273051443	-0.0738032676458	1.25302906448
38	1.0	0.39	2.22312592761	4.85587105175e+18	0.206891007609	0.5304897631	0.968750332592	2.01263725224	-0.0778992162551	1.26377546928
39	1.0	0.4	2.22312592761	5.11816288801e+18	0.199286400349	0.498216000872	1.01800716622	2.16583116524	-0.0821206618631	1.27473183334
40	1.0	0.41	2.22312592761	5.31880830924e+18	0.191976345539	0.46823498912	1.06914156099	2.32249861064	-0.0864693897856	1.28637546747
41	1.0	0.42	2.22312592761	5.46676872265e+18	0.184947806031	0.44035191912	1.12222109069	2.48283040519	-0.0909472704184	1.29824134535
42	1.0	0.43	2.22312592761	5.57326899621e+18	0.17818841298	0.414391658093	1.17731593093	2.64702239436	-0.0955562627642	1.31031721818
43	1.0	0.44	2.22312592761	6.12490652829e+18	0.1716864285	0.390196428409	1.23449897791	2.81527601489	-0.100298417787	1.32258854048
44	1.0	0.45	2.22312592761	6.1721520182e+18	0.165430710189	0.36762380042	1.29384597324	2.98779885906	-0.105175883807	1.33507037106
45	1.0	0.46	2.22312592761	6.688090446e+18	0.159410678029	0.346544952237	1.35543563499	3.16480523568	-0.110190908033	1.34843486981
46	1.0	0.47	2.22312592761	6.96133218591e+18	0.15361628263	0.326843154532	1.41934979542	3.34651674717	-0.115345843694	1.36203418581
47	1.0	0.48	2.22312592761	7.00621442822e+18	0.148037975689	0.308412449351	1.48567354572	3.53316287036	-0.12064315275	1.3758505975
48	1.0	0.49	2.22312592761	7.31481662387e+18	0.142666681921	0.291156493716	1.55449538829	3.72498155593	-0.126085410897	1.38986316898
49	1.0	0.5	2.22312592761	7.89873011366e+18	0.13749377256	0.27498754512	1.62590739688	3.92221984768	-0.131675313374	1.40421680857
50	1.0	0.51	2.22312592761	7.82230098612e+18	0.1325110404	0.259825569412	1.70000538527	4.12513452421	-0.137415680661	1.41957651741
51	1.0	0.52	2.22312592761	8.28242071516e+18	0.127710676441	0.245597454695	1.77688908486	4.33399276225	-0.143309461686	1.43518061409
52	1.0	0.53	2.22312592761	8.58988200843e+18	0.123085247511	0.232236316059	1.8566623319	4.54907284054	-0.149359742862	1.45100329772
53	1.0	0.54	2.22312592761	8.7638430936e+18	0.118627675506	0.219680880566	1.93943326493	4.77066486952	-0.155569752269	1.46701418194
54	1.0	0.55	2.22312592761	9.27753927383e+18	0.114331217679	0.207874941234	2.02531453315	4.99907156421	-0.16194286638	1.48373063872
55	1.0	0.56	2.22312592761	9.46999117876e+18	0.110189448017	0.196766871459	2.11442351656	5.23460906329	-0.168482618187	1.50142111288
56	1.0	0.57	2.22312592761	9.81014149523e+18	0.106196239853	0.186309192724	2.20688255861	5.47760779169	-0.175192702645	1.51935863334
57	1.0	0.58	2.22312592761	1.00965265142e+19	0.102345749315	0.176458188474	2.30281921237	5.72841338383	-0.182076985701	1.537505196
58	1.0	0.59	2.22312592761	1.05663915555e+19	0.0986323998588	0.167173559083	2.40236650122	5.98738766321	-0.189139511425	1.5558161446
59	1.0	0.6	2.22312592761	1.08096777939e+19	0.0950508676111	0.158418112685	2.50566319513	6.25490969258	-0.1963845113	1.57559558981
60	1.0	0.61	2.22312592761	1.10695491359e+19	0.0915960676517	0.150157487954	2.61285410391	6.53137689473	-0.203816412054	1.59602549881
61	1.0	0.62	2.22312592761	1.15729926169e+19	0.08826314103	0.142359904887	2.72409038857	6.81720625845	-0.211439845536	1.61669077438
62	1.0	0.63	2.22312592761	1.19313589007e+19	0.0850474425482	0.134995940553	2.83952989249	7.11283563551	-0.219259659022	1.6375346314
63	1.0	0.64	2.22312592761	1.21785692453e+19	0.0819445293089	0.128038327045	2.95933749396	7.41872513508	-0.227280924747	1.65894639294
