	T	rho	B2	P_virial	Sk0	kappa	P_kappa	mu	s2	Sk_max
0	1.0	0.01	2.48145005982	0.013060694028	0.952359493739	95.2359493739	0.010001	-4.55496481303	-5.03475479905e-05	1.00411512371
1	1.0	0.02	2.48145005982	0.0339521802643	0.907150095342	45.3575047671	0.020762885338	-3.81042396539	-0.000201311845928	1.00836206245
2	1.0	0.03	2.48145005982	0.0553547576592	0.864256535657	28.8085511886	0.0320599716642	-3.35232242627	-0.000452793959531	1.01274506532
3	1.0	0.04	2.48145005982	0.0884391922925	0.823565955015	20.5891488754	0.043916450116	-3.01070512377	-0.000804720961194	1.01726808118
4	1.0	0.05	2.48145005982	0.134730041745	0.784968436071	15.6993687214	0.0563572921552	-2.73226988615	-0.00125704742423	1.02193470867
5	1.0	0.06	2.48145005982	0.173815800076	0.748357422172	12.4726237029	0.0694082744299	-2.49324084391	-0.00180975680146	1.02674814429
6	1.0	0.07	2.48145005982	0.221815963747	0.713630033965	10.1947147709	0.0830960054066	-2.2809057802	-0.00246286265458	1.03171112825
7	1.0	0.08	2.48145005982	0.278213999683	0.680687296467	8.50859120584	0.0974479538192	-2.08765017091	-0.00321640988177	1.03685615612
8	1.0	0.09	2.48145005982	0.35419632675	0.649434289589	7.21593655099	0.112492478982	-1.90853823096	-0.00407047580666	1.04217052695
9	1.0	0.1	2.48145005982	0.398142374127	0.61978023293	6.1978023293	0.12825886302	-1.74017725499	-0.00502517127947	1.04765323333
10	1.0	0.11	2.48145005982	0.518170164578	0.591638516058	5.37853196416	0.144777345051	-1.5801260775	-0.00608064149507	1.05330627237
11	1.0	0.12	2.48145005982	0.600986105524	0.564926682214	4.70772235178	0.16207915741	-1.4265619627	-0.00723706722794	1.05913101326
12	1.0	0.13	2.48145005982	0.633383481243	0.539566376011	4.1505105847	0.180196563941	-1.27808123946	-0.00849466549485	1.06512813302
13	1.0	0.14	2.48145005982	0.765736971149	0.515483260805	3.68202329147	0.199162900441	-1.13357397967	-0.00985369038961	1.07129754867
14	1.0	0.15	2.48145005982	0.846722831093	0.49260691235	3.28404608233	0.219012617328	-0.992141967332	-0.011314434311	1.0777298935
15	1.0	0.16	2.48145005982	0.961754610675	0.470870695688	2.94294184805	0.239781324603	-0.853043149041	-0.0128772284139	1.08435745583
16	1.0	0.17	2.48145005982	1.00798843627	0.450211628093	2.64830369466	0.261505839185	-0.715652903843	-0.0145424438067	1.0911761991
17	1.0	0.18	2.48145005982	1.19844586422	0.430570233703	2.39205685391	0.284224234709	-0.579436353266	-0.0163104920443	1.09818479952
18	1.0	0.19	2.48145005982	1.32607299368	0.411890391604	2.16784416634	0.307975893878	-0.443928117002	-0.0181818266034	1.10538095129
19	1.0	0.2	2.48145005982	1.51152079062	0.394119181863	1.97059590932	0.332801563465	-0.30871722124	-0.0201569432375	1.11276632073
20	1.0	0.21	2.48145005982	1.61378259491	0.377206730032	1.79622252396	0.35874341206	-0.173435641938	-0.0222363814052	1.12050620428
21	1.0	0.22	2.48145005982	1.77423322961	0.361106053291	1.64139115132	0.385845090677	-0.037749468675	-0.0244207248635	1.12845367325
22	1.0	0.23	2.48145005982	2.00311670127	0.345772908608	1.50336047221	0.414151796329	0.0986480163422	-0.026710603056	1.13660487849
23	1.0	0.24	2.48145005982	2.00687821348	0.331165644657	1.37985685274	0.443710338689	0.236041834306	-0.0291066923711	1.14495469633
24	1.0	0.25	2.48145005982	2.38539515781	0.317245058561	1.26898023424	0.474569209958	0.374699730804	-0.0316097163948	1.15349660596
25	1.0	0.26	2.48145005982	2.53546095079	0.303974256622	1.16913175624	0.506778658074	0.514875784365	-0.0342204488035	1.16240555886
26	1.0	0.27	2.48145005982	2.77418865715	0.291318521839	1.07895748829	0.540390763399	0.656813378205	-0.0369397130346	1.17162275585
27	1.0	0.28	2.48145005982	2.93770003567	0.279245186101	0.997304236074	0.575459519005	0.800747687608	-0.0397683847916	1.18105338271
28	1.0	0.29	2.48145005982	3.1975639851	0.267723508899	0.923184513446	0.612040914742	0.946907779529	-0.0427073928975	1.19068863705
29	1.0	0.3	2.48145005982	3.38771581354	0.256724561629	0.855748538762	0.650193025212	1.09551841098	-0.0457577214053	1.20051785503
30	1.0	0.31	2.48145005982	3.51316906533	0.24622111808	0.794261671225	0.689976101833	1.24680158444	-0.0489204108741	1.21078888761
31	1.0	0.32	2.48145005982	3.74882083507	0.236187550651	0.738086095786	0.731452669155	1.40097791145	-0.0521965601416	1.22142792958
32	1.0	0.33	2.48145005982	3.93154548036	0.226599732198	0.686665855144	0.774687625613	1.55826782283	-0.0555873285996	1.23228470988
33	1.0	0.34	2.48145005982	4.24898448903	0.217434943617	0.639514540049	0.81974834891	1.71889265325	-0.0590939376295	1.24334540645
34	1.0	0.35	2.48145005982	4.51844289789	0.208671786559	0.596205104456	0.866704806229	1.88307562874	-0.0627176732628	1.2545936521
35	1.0	0.36	2.48145005982	4.7486305079	0.20029010147	0.556361392972	0.915629669496	2.0510427728	-0.0664598879384	1.26651068508
36	1.0	0.37	2.48145005982	4.944957654	0.192270890416	0.519651055178	0.966598435903	2.22302375061	-0.0703220029754	1.27873932241
37	1.0	0.38	2.48145005982	5.11624260263	0.184596244635	0.485779591145	1.01968955396	2.3992526632	-0.0743055110067	1.29118212702
38	1.0	0.39	2.48145005982	5.65569007062	0.177249276562	0.454485324517	1.07498455529	2.57996880269	-0.0784119782358	1.30381813381
39	1.0	0.4	2.48145005982	5.79664745952	0.170214055881	0.425535139702	1.13256819252	2.76541738169	-0.0826430483644	1.31681414865
40	1.0	0.41	2.48145005982	6.13488562522	0.163475549975	0.398720853596	1.19252858348	2.95585023584	-0.0870004433889	1.33059338044
