	T	rho	B2	P_virial	Sk0	kappa	P_kappa	mu	s2	Sk_max
0	1.0	0.01	2.71395138856	0.0102225644367	0.948015158747	94.8015158747	0.010001	-4.55020792712	-5.10406481759e-05	1.00436348852
1	1.0	0.02	2.71395138856	0.0209046558949	0.898951478837	44.9475739418	0.0208372127257	-3.80068708628	-0.000204023155548	1.00887888525
2	1.0	0.03	2.71395138856	0.0320712887878	0.852654870216	28.4218290072	0.0322632855268	-3.33736809047	-0.000458757668322	1.01355120984
3	1.0	0.04	2.71395138856	0.0437486654072	0.808975199384	20.2243799846	0.0443079820595	-2.99028114227	-0.000815081581025	1.01838501012
4	1.0	0.05	2.71395138856	0.0559654063001	0.767767065388	15.3553413078	0.0570010331257	-2.70610896743	-0.00127286127296	1.02338428395
5	1.0	0.06	2.71395138856	0.0687407803383	0.728890381366	12.1481730228	0.0703731670541	-2.46106020529	-0.00183199370091	1.02855239792
6	1.0	0.07	2.71395138856	0.0821255930851	0.692210787905	9.88872554151	0.0844561423856	-2.24240674527	-0.00249240775108	1.03389200305
7	1.0	0.08	2.71395138856	0.096130142941	0.657599921523	8.21999901904	0.0992827828991	-2.04251774964	-0.00325406563935	1.0394170379
8	1.0	0.09	2.71395138856	0.110821886108	0.624935563313	6.94372848125	0.114887015007	-1.85644068161	-0.00411696390436	1.0451594779
9	1.0	0.1	2.71395138856	0.126200615689	0.594101686265	5.94101686265	0.131303907561	-1.68076562401	-0.00508113466195	1.05109418487
10	1.0	0.11	2.71395138856	0.142326255517	0.564988422543	5.13625838676	0.148569714103	-1.51303371683	-0.00614664634545	1.05722233117
11	1.0	0.12	2.71395138856	0.159241969636	0.537491965042	4.47909970868	0.166721917608	-1.35140402325	-0.00731360470822	1.06354408989
12	1.0	0.13	2.71395138856	0.17699374655	0.511514418941	3.93472629955	0.185799277765	-1.19445413786	-0.00858215360257	1.07005853504
13	1.0	0.14	2.71395138856	0.195592072731	0.486963614883	3.47831153488	0.205841880862	-1.04105483819	-0.00995247580638	1.07678186742
14	1.0	0.15	2.71395138856	0.215160181246	0.463752894644	3.09168596429	0.226891192304	-0.890288028004	-0.0114247935015	1.08380107168
15	1.0	0.16	2.71395138856	0.235675104791	0.441800876763	2.76125547977	0.248990111869	-0.741391157	-0.0129993694122	1.09103220688
16	1.0	0.17	2.71395138856	0.2572796808	0.421031211071	2.47665418277	0.272183031728	-0.593718464747	-0.0146765069743	1.09847215461
17	1.0	0.18	2.71395138856	0.279939295117	0.401372325735	2.22984625409	0.296515897333	-0.446713259362	-0.0164565516048	1.10611635022
18	1.0	0.19	2.71395138856	0.303710097629	0.382757173482	2.01451143938	0.322036271236	-0.299887647392	-0.0183398909545	1.11395864981
19	1.0	0.2	2.71395138856	0.328762944969	0.365122979222	1.82561489611	0.348793399911	-0.152807412425	-0.0203269555876	1.12217387352
20	1.0	0.21	2.71395138856	0.355120955632	0.348410992142	1.65909996258	0.376838283678	-0.00508053059681	-0.0224182201745	1.13064085157
21	1.0	0.22	2.71395138856	0.38279129982	0.33256624503	1.51166475014	0.406223749819	0.143651693028	-0.0246142040533	1.13932326049
22	1.0	0.23	2.71395138856	0.411912411775	0.31753732192	1.38059705183	0.437004528956	0.293721570327	-0.0269154718065	1.14821181386
23	1.0	0.24	2.71395138856	0.442565480527	0.303276134904	1.2636505621	0.469237334803	0.445440551751	-0.0293226344528	1.15729513963
24	1.0	0.25	2.71395138856	0.474768630255	0.289737711321	1.15895084528	0.502980947392	0.599103673039	-0.0318363503848	1.16689445046
25	1.0	0.26	2.71395138856	0.508747568159	0.27687999166	1.06492304485	0.538296299855	0.754993181677	-0.0344573258914	1.17672073327
26	1.0	0.27	2.71395138856	0.544459345069	0.264663637802	0.980235695564	0.575246568891	0.913381534426	-0.0371863170174	1.18675823362
27	1.0	0.28	2.71395138856	0.582073389251	0.253051852558	0.903756616278	0.613897269017	1.07453389941	-0.0400241298546	1.19699136272
28	1.0	0.29	2.71395138856	0.621618170813	0.242010209341	0.834517963244	0.654316350707	1.23871027492	-0.0429716223273	1.20759818831
29	1.0	0.3	2.71395138856	0.663280607155	0.231506492506	0.771688308352	0.696574302552	1.40616730006	-0.0460297049328	1.21868454088
30	1.0	0.31	2.71395138856	0.70717576016	0.221510547432	0.714550153007	0.740744257555	1.57715982363	-0.049199342463	1.22998399091
31	1.0	0.32	2.71395138856	0.753426488661	0.211994140349	0.662481688592	0.786902103696	1.75194227667	-0.0524815552717	1.24147573212
32	1.0	0.33	2.71395138856	0.802083456494	0.202930827263	0.614941900796	0.835126598907	1.9307698885	-0.0558774208934	1.25316862882
