T	rho	B2	P_virial	Sk0	kappa	mu	s2	Sk_max
1.13636363636	0.01	-1.46068399807	56.2656378116	1.02852241684	90.5099726823	-5.26502879969	-6.51084966345e-05	1.02852241684
1.13636363636	0.02	-1.46068399807	217.733283654	1.05753658552	46.5316097627	-4.50861850236	-0.000259958845616	1.05753658552
1.13636363636	0.03	-1.46068399807	552.181624879	1.08698020272	31.8847526132	-4.0784832547	-0.0005838147596	1.08698020272
1.13636363636	0.04	-1.46068399807	909.046000493	1.1167813653	24.5691900366	-3.78154429759	-0.00103591275568	1.1167813653
1.13636363636	0.05	-1.46068399807	1509.73529097	1.14685800984	20.1847009732	-3.55728560528	-0.00161546749612	1.14685800984
1.13636363636	0.06	-1.46068399807	2174.17062904	1.17711741531	17.2643887579	-3.3787464077	-0.00232167730932	1.17711741531
1.13636363636	0.07	-1.46068399807	3133.15803514	1.20745579967	15.1794443387	-3.23154092895	-0.00315372965233	1.20745579967
1.13636363636	0.08	-1.46068399807	3091.27927577	1.23775803477	13.6153383825	-3.10707890873	-0.00411080670645	1.23775803477
1.13636363636	0.09	-1.46068399807	4661.246034	1.26789751848	12.3972201807	-2.99981681724	-0.00519209050298	1.26789751848
1.13636363636	0.1	-1.46068399807	6665.38023485	1.29773622531	11.4200787828	-2.90596735695	-0.00639676863731	1.29773622531
1.13636363636	0.11	-1.46068399807	7033.6010423	1.32712498247	10.6169998597	-2.82282728853	-0.00772403946413	1.32712498247
1.13636363636	0.12	-1.46068399807	7326.34594158	1.35590399665	9.94329597546	-2.748398932	-0.00917311676078	1.35590399665
1.13636363636	0.13	-1.46068399807	8415.06271895	1.38390365665	9.36796321424	-2.68116364999	-0.0107432351378	1.38390365665
1.13636363636	0.14	-1.46068399807	13313.2510604	1.41094564152	8.86880117526	-2.61993947832	-0.0124336544392	1.41094564152
1.13636363636	0.15	-1.46068399807	14825.7034471	1.43684434066	8.42948679851	-2.56378795269	-0.0142436651178	1.43684434066
1.13636363636	0.16	-1.46068399807	13290.3310507	1.46140861048	8.03774735765	-2.51195103573	-0.0161725918318	1.46140861048
1.13636363636	0.17	-1.46068399807	15662.5733823	1.48444384072	7.68417988139	-2.4638071587	-0.0182197975078	1.48444384072
1.13636363636	0.18	-1.46068399807	18828.5424342	1.50575431427	7.36146553644	-2.41883980804	-0.0203846884088	1.50575431427
1.13636363636	0.19	-1.46068399807	18793.3642139	1.5251458439	7.06383338227	-2.37661458437	-0.0226667174183	1.5251458439
1.13636363636	0.2	-1.46068399807	23561.6926899	1.5424286295	6.78668596978	-2.33676211678	-0.0250653867936	1.5424286295
1.13636363636	0.21	-1.46068399807	25047.9738405	1.5574202593	6.52633251517	-2.29896510778	-0.027580253246	1.5574202593
1.13636363636	0.22	-1.46068399807	27588.1445369	1.56994881954	6.27979527817	-2.26294836571	-0.0302109292266	1.56994881954
1.13636363636	0.23	-1.46068399807	27980.0990928	1.57985599158	6.04466640256	-2.228471011	-0.0329570870022	1.57985599158
1.13636363636	0.24	-1.46068399807	32446.0592005	1.58700008179	5.8190002999	-2.19532030975	-0.0358184601864	1.58700008179
1.13636363636	0.25	-1.46068399807	30182.7008067	1.5912588621	5.60123119459	-2.16330672283	-0.0387948477406	1.5912588621
1.13636363636	0.26	-1.46068399807	33565.0390857	1.59253217662	5.39010890548	-2.13225989612	-0.0418861133997	1.59253217662
1.13636363636	0.27	-1.46068399807	36747.305158	1.59074417565	5.18464768361	-2.10202535853	-0.0450921903875	1.59074417565
1.13636363636	0.28	-1.46068399807	37758.4544689	1.58584515642	4.98408477732	-2.07246178706	-0.0484130815602	1.58584515642
1.13636363636	0.29	-1.46068399807	40026.4234906	1.577812923	4.78784611119	-2.04343870842	-0.0518488608136	1.577812923
1.13636363636	0.3	-1.46068399807	39262.5248311	1.5666536199	4.59551728505	-2.01483454547	-0.0553996754392	1.5666536199
1.13636363636	0.31	-1.46068399807	40402.2001747	1.55240202861	4.40681866185	-1.9865349429	-0.05906574609	1.55240202861
1.13636363636	0.32	-1.46068399807	42209.0587018	1.535121298	4.2215835695	-1.95843130972	-0.0628473692132	1.535121298
1.13636363636	0.33	-1.46068399807	42000.3605406	1.51490213038	4.03973901436	-1.93041954003	-0.0667449178586	1.51490213038
1.13636363636	0.34	-1.46068399807	42824.0634253	1.49186144717	3.86128845149	-1.90239887584	-0.0707588422735	1.49186144717
1.13636363636	0.35	-1.46068399807	45365.8070183	1.46614056439	3.68629627619	-1.87427088148	-0.0748896717554	1.46614056439
1.13636363636	0.36	-1.46068399807	45718.9849265	1.43790294334	3.51487386149	-1.84593850968	-0.0791380161935	1.43790294334
1.13636363636	0.37	-1.46068399807	47690.4451756	1.40733157804	3.34716699642	-1.81730524078	-0.0835045663138	1.40733157804
1.13636363636	0.38	-1.46068399807	47958.9352816	1.37462608443	3.18334461656	-1.78827427633	-0.087990096513	1.37462608443
1.13636363636	0.39	-1.46068399807	46251.7856254	1.33999958116	3.02358879851	-1.75874777895	-0.0925954655431	1.37194772034
1.13636363636	0.4	-1.46068399807	46384.2240122	1.30367543474	2.86808595643	-1.72862614459	-0.0973216182043	1.38240521529
1.13636363636	0.41	-1.46068399807	45424.4095427	1.26588394791	2.71701920528	-1.69780729793	-0.102169588301	1.39298436083
1.13636363636	0.42	-1.46068399807	48907.3373191	1.22685907887	2.57056187953	-1.66618600657	-0.107140499282	1.40369532787
1.13636363636	0.43	-1.46068399807	48982.7332156	1.18683525033	2.42887214021	-1.63365320166	-0.112235568758	1.41454878458
1.13636363636	0.44	-1.46068399807	47582.7905351	1.14604433163	2.29208866327	-1.60009530644	-0.117456108647	1.42555590021
1.13636363636	0.45	-1.46068399807	48138.9985312	1.10471283657	2.16032732485	-1.56539356069	-0.122803528776	1.43672834858
1.13636363636	0.46	-1.46068399807	50571.1398158	1.06305939173	2.03367883635	-1.52942333933	-0.128279340272	1.44807831047
1.13636363636	0.47	-1.46068399807	49493.082136	1.0212925135	1.91220725932	-1.49205346091	-0.133885158919	1.45961847508
1.13636363636	0.48	-1.46068399807	48648.3409902	0.979608721629	1.79594932299	-1.45314548317	-0.139622707052	1.47136204004
1.13636363636	0.49	-1.46068399807	49918.4945307	0.938190997592	1.68491444465	-1.41255297767	-0.145493818239	1.48332271014
1.13636363636	0.5	-1.46068399807	51795.7072059	0.89720759887	1.57908537401	-1.37012078296	-0.151500441349	1.49551469435
1.13636363636	0.51	-1.46068399807	49244.231792	0.85681122155	1.47841936267	-1.32568423149	-0.157644644584	1.50795270063
1.13636363636	0.52	-1.46068399807	50797.8603964	0.817138499039	1.3828497676	-1.27906834802	-0.163928618148	1.52065192845
1.13636363636	0.53	-1.46068399807	51426.3509699	0.778309806467	1.29228798055	-1.23008700906	-0.170354681586	1.5336280584
1.13636363636	0.54	-1.46068399807	53166.9548057	0.740429355035	1.20662561561	-1.17854206822	-0.176925286633	1.54689723831
1.13636363636	0.55	-1.46068399807	53064.6948675	0.703585532747	1.1257368524	-1.12422243468	-0.183643023623	1.5604760652
1.13636363636	0.56	-1.46068399807	51446.4134628	0.667851462606	1.04948086981	-1.06690310539	-0.190510626164	1.57438156221
1.13636363636	0.57	-1.46068399807	52358.9976637	0.633285737686	0.977704296779	-1.00634414257	-0.197530976922	1.58863114938
1.13636363636	0.58	-1.46068399807	51309.0188031	0.599933296134	0.91024362172	-0.942289590308	-0.20470711517	1.60324260738
1.13636363636	0.59	-1.46068399807	52871.9495333	0.567826403749	0.846927517457	-0.874466328781	-0.212042241387	1.61823403199
1.13636363636	0.6	-1.46068399807	53584.2110749	0.536985705139	0.787579034205	-0.802582852155	-0.219539726115	1.6336237784
1.13636363636	0.61	-1.46068399807	53650.6286177	0.507421317943	0.732017638999	-0.72632797017	-0.227203115997	1.64943039252
