	T	rho	B2	P_virial	P_kappa	Sk0	kappa	mu	s2	Sk_max
0	0.980392156863	0.01	-2.49858230572	73.4543393949	0.00955896251905	1.05172582422	107.27603407	-4.563696358	-7.53769026498e-05	1.05172582422
1	0.980392156863	0.02	-2.49858230572	267.439158544	0.0186462735796	1.10742791817	56.4788238266	-3.93225896275	-0.000301185921768	1.10742791817
2	0.980392156863	0.03	-2.49858230572	563.016981804	0.0272714347197	1.16748839424	39.6946054043	-3.58212711273	-0.000676857241929	1.16748839424
3	0.980392156863	0.04	-2.49858230572	1013.71653494	0.0354479340097	1.23233708003	31.4245955408	-3.34670407779	-0.00120170835204	1.23233708003
4	0.980392156863	0.05	-2.49858230572	1660.0166655	0.0431893288259	1.30245939954	26.5701717505	-3.17376212258	-0.00187495007302	1.30245939954
5	0.980392156863	0.06	-2.49858230572	2572.95342017	0.0505092014009	1.3784058176	23.4328988992	-3.04002441439	-0.00269569401511	1.3784058176
6	0.980392156863	0.07	-2.49858230572	4296.62825893	0.0574211163756	1.46080321524	21.2859897078	-2.93306449049	-0.00366296113744	1.46080321524
7	0.980392156863	0.08	-2.49858230572	4269.59885041	0.0639385809771	1.55036866086	19.767200426	-2.84545734219	-0.00477569114675	1.55036866086
8	0.980392156863	0.09	-2.49858230572	6285.53675363	0.0700750081978	1.64792624326	18.6764974236	-2.77240793403	-0.00603275147963	1.64792624326
9	0.980392156863	0.1	-2.49858230572	9170.30287795	0.0758436831577	1.75442777337	17.8951632884	-2.71063781987	-0.00743294723918	1.75442777337
10	0.980392156863	0.11	-2.49858230572	8790.36043001	0.0812577325961	1.87097855837	17.3490739049	-2.65780519696	-0.00897503002473	1.87097855837
11	0.980392156863	0.12	-2.49858230572	9370.79689765	0.0863300970914	1.99886988556	16.9903940273	-2.61217831962	-0.010657705699	1.99886988556
12	0.980392156863	0.13	-2.49858230572	9970.17675617	0.0910735054067	2.13962047183	16.7877913944	-2.57244002117	-0.0124796428661	2.13962047183
13	0.980392156863	0.14	-2.49858230572	17288.3127744	0.0955004499874	2.29503034373	16.7209353615	-2.53756484525	-0.0144394787316	2.29503034373
14	0.980392156863	0.15	-2.49858230572	19779.8078601	0.0996231622202	2.46725210725	16.7773143293	-2.50673862117	-0.0165358279026	2.46725210725
15	0.980392156863	0.16	-2.49858230572	17445.8245702	0.103453585421	2.65888765579	16.9504088057	-2.47930403279	-0.0187672867461	2.65888765579
16	0.980392156863	0.17	-2.49858230572	18480.0707109	0.107003342551	2.87312291461	17.2387374876	-2.45472269194	-0.0211324420275	2.87312291461
17	0.980392156863	0.18	-2.49858230572	22377.420169	0.110283694103	3.11392235804	17.6455600289	-2.43254806644	-0.0236298832449	3.11392235804
18	0.980392156863	0.19	-2.49858230572	22680.9702083	0.113305478485	3.38632218647	18.1792033169	-2.41240574103	-0.0262582216583	3.38632218647
19	0.980392156863	0.2	-2.49858230572	31054.9046607	0.116079021163	3.69689760246	18.8541777726	-2.39397878094	-0.0290161221214	3.69689760246
20	0.980392156863	0.21	-2.49858230572	27794.375959	0.118613986031	4.05456216593	19.6935876631	-2.37699669512	-0.0319023710854	4.05456216593
21	0.980392156863	0.22	-2.49858230572	28426.5020612	0.120919111557	4.47207486023	20.7341652611	-2.36122710056	-0.0349160090709	4.47207486023
22	0.980392156863	0.23	-2.49858230572	36579.8395485	0.123001690539	4.96928337239	22.0376914776	-2.34646945572	-0.0380566630195	4.96928337239
23	0.980392156863	0.24	-2.49858230572	34389.0214444	0.124866372813	5.58163655529	23.72195536	-2.33255085238	-0.0413254705084	5.58163655529
